Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-30,277.5400085449219,279.0,275.1400146484375,276.25,3992300,0.0,0.0
2019-10-01,278.989990234375,279.6499938964844,271.8699951171875,272.7099914550781,3245800,0.0,0.0
2019-10-02,271.17999267578125,271.17999267578125,265.19000244140625,266.6600036621094,3370100,0.0,0.0
2019-10-03,266.9200134277344,272.79998779296875,263.8500061035156,272.3999938964844,3545100,0.0,0.0
2019-10-04,273.1099853515625,278.0799865722656,273.1099853515625,276.9599914550781,2566300,0.0,0.0
2019-10-07,276.32000732421875,278.489990234375,275.5899963378906,276.8999938964844,1823500,0.0,0.0
2019-10-08,274.4599914550781,275.4100036621094,270.79998779296875,270.8299865722656,2135900,0.0,0.0
2019-10-09,273.5199890136719,275.54998779296875,272.8599853515625,274.2699890136719,1359400,0.0,0.0
2019-10-10,274.0599975585937,276.7099914550781,272.7900085449219,274.9800109863281,1562300,0.0,0.0
2019-10-11,278.3699951171875,281.2699890136719,277.6300048828125,278.2900085449219,2087600,0.0,0.0
2019-10-14,278.1099853515625,279.4200134277344,277.1499938964844,277.7799987792969,1372600,0.0,0.0
2019-10-15,278.1700134277344,281.510009765625,278.0199890136719,279.3900146484375,1964000,0.0,0.0
2019-10-16,270.2300109863281,272.8099975585937,267.510009765625,272.70001220703125,4315200,0.0,0.0
2019-10-17,272.6099853515625,274.1199951171875,267.1499938964844,269.239990234375,3319100,0.0,0.0
2019-10-18,269.3599853515625,269.67999267578125,262.1000061035156,265.5199890136719,4391000,0.0,0.0
2019-10-21,265.6300048828125,267.42999267578125,262.57000732421875,266.8399963378906,2868800,0.0,0.0
2019-10-22,268.489990234375,269.2799987792969,260.6400146484375,261.0899963378906,3349100,0.0,0.0
2019-10-23,261.0,265.5199890136719,259.57000732421875,261.32000732421875,3020400,0.0,0.0
2019-10-24,264.0400085449219,271.4599914550781,263.25,269.70001220703125,3511000,0.0,0.0
2019-10-25,267.79998779296875,271.6099853515625,267.0199890136719,270.9800109863281,1822300,0.0,0.0
2019-10-28,271.5799865722656,272.2900085449219,268.3800048828125,271.3500061035156,2281900,0.0,0.0
2019-10-29,271.67999267578125,273.7200012207031,271.0599975585937,271.45001220703125,1723500,0.0,0.0
2019-10-30,273.25,278.6499938964844,272.6099853515625,278.4100036621094,2320800,0.0,0.0
2019-10-31,278.2699890136719,279.32000732421875,275.3099975585937,277.92999267578125,2845400,0.0,0.0
2019-11-01,279.1400146484375,281.8299865722656,277.2699890136719,277.82000732421875,2827200,0.0,0.0
2019-11-04,280.5599975585937,281.2099914550781,276.04998779296875,277.5,2790200,0.0,0.0
2019-11-05,292.1099853515625,292.8800048828125,283.6000061035156,289.2900085449219,6170600,0.0,0.0
2019-11-06,289.1099853515625,289.260009765625,285.6099853515625,287.3999938964844,2762400,0.0,0.0
2019-11-07,288.29998779296875,293.4800109863281,287.0,290.7699890136719,3201600,0.0,0.0
2019-11-08,290.0199890136719,292.4599914550781,288.4800109863281,292.4599914550781,1628500,0.0,0.0
2019-11-11,291.95001220703125,292.3399963378906,289.70001220703125,290.2699890136719,1777400,0.0,0.0
2019-11-12,290.7900085449219,294.1600036621094,290.2699890136719,291.7200012207031,2084900,0.0,0.0
2019-11-13,291.8599853515625,293.70001220703125,290.260009765625,293.5400085449219,1739900,0.0,0.0
2019-11-14,293.5400085449219,295.0799865722656,292.1499938964844,294.5299987792969,1459700,0.0,0.0
2019-11-15,296.5400085449219,297.5,293.5599975585937,297.5,2011300,0.0,0.0
2019-11-18,297.54998779296875,298.5599975585937,296.0,297.1600036621094,1632700,0.0,0.0
2019-11-19,298.75,300.739990234375,296.3900146484375,300.6000061035156,2142700,0.0,0.0
2019-11-20,299.3900146484375,302.04998779296875,297.04998779296875,300.1000061035156,1841300,0.0,0.0
2019-11-21,298.989990234375,300.3500061035156,296.6199951171875,298.79998779296875,1609800,0.0,0.0
2019-11-22,299.5899963378906,299.9200134277344,295.79998779296875,299.29998779296875,1508900,0.0,0.0
2019-11-25,300.4800109863281,305.45001220703125,300.4800109863281,305.2799987792969,2205400,0.0,0.0
2019-11-26,305.0,309.0599975585937,304.8900146484375,307.8999938964844,2619000,0.0,0.0
2019-11-27,308.5,309.1700134277344,305.739990234375,309.0599975585937,1469700,0.0,0.0
2019-11-29,308.5199890136719,310.0,308.0,309.5299987792969,1175100,0.0,0.0
2019-12-02,309.2200012207031,309.8999938964844,299.510009765625,302.75,2891400,0.0,0.0
2019-12-03,298.239990234375,304.4599914550781,297.32000732421875,303.9100036621094,1608500,0.0,0.0
2019-12-04,305.0,305.3299865722656,301.2799987792969,302.510009765625,1522800,0.0,0.0
2019-12-05,303.1300048828125,304.239990234375,301.0,303.0299987792969,1698100,0.0,0.0
2019-12-06,306.20001220703125,306.75,303.1600036621094,306.2300109863281,1733000,0.0,0.0
2019-12-09,308.9100036621094,310.9100036621094,306.70001220703125,307.04998779296875,2892500,0.0,0.0
2019-12-10,306.6199951171875,309.0299987792969,304.1000061035156,304.1700134277344,2155300,0.0,0.0
2019-12-11,305.1499938964844,305.3800048828125,301.4800109863281,303.739990234375,2928600,0.0,0.0
2019-12-12,303.0,306.5799865722656,300.7200012207031,305.9599914550781,3104600,0.0,0.0
2019-12-13,314.1099853515625,321.7300109863281,313.739990234375,317.94000244140625,6606700,0.0,0.0
2019-12-16,319.2699890136719,325.25,319.2699890136719,323.79998779296875,3436700,0.0,0.0
2019-12-17,325.0400085449219,325.0799865722656,321.75,322.8500061035156,2331900,0.0,0.0
2019-12-18,322.1000061035156,326.82000732421875,322.010009765625,324.3800048828125,2332600,0.0,0.0
2019-12-19,324.3800048828125,327.9599914550781,324.260009765625,327.6300048828125,2561400,0.0,0.0
2019-12-20,328.3699951171875,330.0,325.6199951171875,327.6099853515625,4233000,0.0,0.0
2019-12-23,328.8299865722656,329.8800048828125,327.260009765625,328.95001220703125,2210600,0.0,0.0
2019-12-24,329.0,331.5400085449219,328.67999267578125,329.6400146484375,1066400,0.0,0.0
2019-12-26,329.6300048828125,331.2799987792969,329.6300048828125,331.20001220703125,1055100,0.0,0.0
2019-12-27,332.8800048828125,332.8800048828125,329.7699890136719,330.7900085449219,1229800,0.0,0.0
2019-12-30,330.3500061035156,330.4700012207031,325.1700134277344,328.3399963378906,1896700,0.0,0.0
2019-12-31,326.25,329.94000244140625,326.25,329.8099975585937,1592300,0.0,0.0
2020-01-02,330.0,334.4800109863281,329.1700134277344,334.42999267578125,1990100,0.0,0.0
2020-01-03,329.1700134277344,332.9800109863281,328.69000244140625,331.8099975585937,1577600,0.0,0.0
2020-01-06,328.2900085449219,333.9100036621094,328.19000244140625,333.7099914550781,1874700,0.0,0.0
2020-01-07,334.1499938964844,334.7900085449219,332.3099975585937,333.3900146484375,2500800,0.0,0.0
2020-01-08,333.8099975585937,339.2300109863281,333.3999938964844,337.8699951171875,2248500,0.0,0.0
2020-01-09,340.1400146484375,341.8099975585937,338.19000244140625,340.45001220703125,1626300,0.0,0.0
2020-01-10,342.04998779296875,343.3599853515625,339.6199951171875,339.8099975585937,1480400,0.0,0.0
2020-01-13,341.5400085449219,345.7300109863281,341.2200012207031,345.6300048828125,2069200,0.0,0.0
2020-01-14,347.010009765625,347.2699890136719,343.1499938964844,344.6300048828125,2274400,0.0,0.0
2020-01-15,346.4200134277344,347.5,342.4599914550781,342.94000244140625,2213300,0.0,0.0
2020-01-16,345.9800109863281,345.989990234375,342.760009765625,345.3800048828125,2439600,0.0,0.0
2020-01-17,349.0,349.95001220703125,346.3800048828125,349.739990234375,2536100,0.0,0.0
2020-01-21,346.3699951171875,352.3699951171875,345.6199951171875,350.0,2121200,0.0,0.0
2020-01-22,352.6000061035156,354.2799987792969,349.9599914550781,350.0599975585937,1600300,0.0,0.0
2020-01-23,351.0199890136719,352.1600036621094,347.8500061035156,351.760009765625,2084400,0.0,0.0
2020-01-24,354.1000061035156,355.69000244140625,349.20001220703125,351.3699951171875,1640200,0.0,0.0
2020-01-27,341.0400085449219,349.8999938964844,340.3999938964844,346.8999938964844,2652000,0.0,0.0
2020-01-28,349.0,355.6600036621094,347.1199951171875,354.6300048828125,2270800,0.0,0.0
2020-01-29,356.70001220703125,356.70001220703125,351.3599853515625,351.6600036621094,1521300,0.0,0.0
2020-01-30,349.69000244140625,356.82000732421875,349.69000244140625,356.739990234375,1834900,0.0,0.0
2020-01-31,355.8399963378906,355.8399963378906,348.29998779296875,351.1400146484375,3692900,0.0,0.0
2020-02-03,353.4100036621094,358.6700134277344,352.2900085449219,358.0,2693800,0.0,0.0
2020-02-04,363.4299926757813,367.4400024414063,360.4500122070313,366.739990234375,3053000,0.0,0.0
2020-02-05,373.989990234375,374.4800109863281,362.30999755859375,365.5499877929688,2463400,0.0,0.0
2020-02-06,366.1600036621094,368.25,363.010009765625,367.4599914550781,2224500,0.0,0.0
2020-02-07,366.0,369.3399963378906,364.3800048828125,366.0899963378906,2092700,0.0,0.0
2020-02-10,365.4400024414063,370.80999755859375,365.2200012207031,370.0,2426800,0.0,0.0
2020-02-11,373.0299987792969,373.7000122070313,367.25,369.2799987792969,2004700,0.0,0.0
2020-02-12,370.6400146484375,374.4299926757813,367.1499938964844,374.2900085449219,2355600,0.0,0.0
2020-02-13,372.55999755859375,377.7099914550781,372.3900146484375,374.8399963378906,1917100,0.0,0.0
2020-02-14,376.2799987792969,379.8299865722656,375.8500061035156,379.6700134277344,1690300,0.0,0.0
2020-02-18,380.2000122070313,382.5899963378906,378.5899963378906,378.8500061035156,2074400,0.0,0.0
2020-02-19,383.8299865722656,385.0,381.4800109863281,383.2799987792969,2580400,0.0,0.0
2020-02-20,384.0,386.75,373.4800109863281,378.9599914550781,3789300,0.0,0.0
2020-02-21,378.0199890136719,378.3399963378906,368.75,372.9500122070313,2742800,0.0,0.0
2020-02-24,355.3900146484375,363.4599914550781,349.0,357.4100036621094,3924000,0.0,0.0
2020-02-25,361.0,363.9700012207031,346.2799987792969,347.79998779296875,4188100,0.0,0.0
2020-02-26,349.3999938964844,360.07000732421875,348.6000061035156,351.3399963378906,3489700,0.0,0.0
2020-02-27,340.0,352.239990234375,337.2699890136719,337.5199890136719,4737700,0.0,0.0
2020-02-28,324.4200134277344,345.4599914550781,324.0,345.1199951171875,6463400,0.0,0.0
2020-03-02,349.8099975585937,360.75,342.6099853515625,360.2799987792969,5398100,0.0,0.0
2020-03-03,361.760009765625,364.9500122070313,344.0400085449219,348.3399963378906,4204500,0.0,0.0
2020-03-04,354.3800048828125,364.2699890136719,350.0799865722656,363.8500061035156,4146300,0.0,0.0
2020-03-05,355.0599975585937,360.4500122070313,347.19000244140625,351.0299987792969,3199000,0.0,0.0
2020-03-06,340.45001220703125,344.1600036621094,326.6000061035156,336.7699890136719,5622900,0.0,0.0
2020-03-09,311.67999267578125,322.44000244140625,305.3299865722656,305.7900085449219,5291900,0.0,0.0
2020-03-10,318.9800109863281,332.94000244140625,309.3099975585937,332.3800048828125,5973700,0.0,0.0
2020-03-11,324.32000732421875,326.3599853515625,309.0,315.2300109863281,4869200,0.0,0.0
2020-03-12,290.4100036621094,310.1300048828125,283.0,285.0,7230200,0.0,0.0
2020-03-13,312.8800048828125,336.0,298.0,335.5,8935200,0.0,0.0
2020-03-16,288.3599853515625,307.1099853515625,283.25,286.0299987792969,7140100,0.0,0.0
2020-03-17,291.20001220703125,312.95001220703125,278.3500061035156,311.8099975585937,6189100,0.0,0.0
2020-03-18,290.0,296.8699951171875,255.1300048828125,294.6099853515625,7293300,0.0,0.0
2020-03-19,291.7699890136719,318.7099914550781,281.1000061035156,307.510009765625,6023800,0.0,0.0
2020-03-20,312.9200134277344,324.79998779296875,293.7699890136719,295.3399963378906,7461800,0.0,0.0
2020-03-23,296.6700134277344,312.489990234375,287.7799987792969,307.2699890136719,6016800,0.0,0.0
2020-03-24,322.9599914550781,326.989990234375,301.5899963378906,310.0,6592200,0.0,0.0
2020-03-25,308.0,317.6499938964844,298.1300048828125,305.9100036621094,4830400,0.0,0.0
2020-03-26,305.989990234375,324.42999267578125,305.69000244140625,322.6700134277344,4531000,0.0,0.0
2020-03-27,311.70001220703125,314.2900085449219,300.6300048828125,305.8299865722656,4862100,0.0,0.0
2020-03-30,308.8900146484375,322.9700012207031,308.010009765625,318.3900146484375,4340200,0.0,0.0
2020-03-31,316.4100036621094,326.3299865722656,312.67999267578125,318.239990234375,6413700,0.0,0.0
2020-04-01,307.0,309.6099853515625,298.32000732421875,301.2099914550781,3903000,0.0,0.0
2020-04-02,297.760009765625,306.5,293.17999267578125,303.9599914550781,3589700,0.0,0.0
2020-04-03,302.0599975585937,303.4700012207031,289.7099914550781,293.6099853515625,3934700,0.0,0.0
2020-04-06,306.5599975585937,320.510009765625,299.9599914550781,319.1300048828125,5145100,0.0,0.0
2020-04-07,327.4100036621094,328.32000732421875,306.29998779296875,308.92999267578125,5422300,0.0,0.0
2020-04-08,313.8800048828125,317.7200012207031,308.20001220703125,317.17999267578125,4002500,0.0,0.0
2020-04-09,318.6499938964844,320.7799987792969,310.7900085449219,318.70001220703125,3290200,0.0,0.0
2020-04-13,315.94000244140625,320.8999938964844,313.75,320.6499938964844,1839000,0.0,0.0
2020-04-14,328.7699890136719,342.1000061035156,328.4700012207031,340.7699890136719,3858900,0.0,0.0
2020-04-15,335.3399963378906,339.2200012207031,329.6499938964844,332.54998779296875,2818600,0.0,0.0
2020-04-16,339.7099914550781,345.5199890136719,336.0400085449219,342.70001220703125,3918600,0.0,0.0
2020-04-17,350.0899963378906,350.3800048828125,340.5,344.1099853515625,3342400,0.0,0.0
2020-04-20,340.7900085449219,348.5,338.75,344.8800048828125,2772000,0.0,0.0
2020-04-21,340.8999938964844,342.760009765625,325.2099914550781,328.989990234375,3548200,0.0,0.0
2020-04-22,337.4100036621094,339.3800048828125,332.79998779296875,336.7699890136719,2231500,0.0,0.0
2020-04-23,338.8999938964844,341.75,334.79998779296875,335.3699951171875,2120300,0.0,0.0
2020-04-24,338.0,344.70001220703125,333.5,344.1000061035156,2143900,0.0,0.0
2020-04-27,348.79998779296875,349.9599914550781,345.1199951171875,348.5,2375200,0.0,0.0
2020-04-28,353.0899963378906,353.45001220703125,332.57000732421875,333.45001220703125,3895600,0.0,0.0
2020-04-29,339.5299987792969,351.25,335.44000244140625,349.1700134277344,5006400,0.0,0.0
2020-04-30,348.010009765625,356.2300109863281,346.54998779296875,353.6400146484375,3902200,0.0,0.0
2020-05-01,347.239990234375,350.3099975585937,340.260009765625,343.8399963378906,2578600,0.0,0.0
2020-05-04,340.739990234375,350.6000061035156,340.0,349.1099853515625,2372000,0.0,0.0
2020-05-05,353.3800048828125,359.70001220703125,352.3900146484375,356.1300048828125,2377400,0.0,0.0
2020-05-06,357.9200134277344,366.7900085449219,357.1300048828125,362.5199890136719,2319700,0.0,0.0
2020-05-07,368.8200073242188,369.5,365.5,366.7799987792969,2465200,0.0,0.0
2020-05-08,370.0,371.1000061035156,365.4100036621094,367.510009765625,2547200,0.0,0.0
2020-05-11,365.8399963378906,373.6300048828125,364.5,371.4200134277344,2266200,0.0,0.0
2020-05-12,371.4599914550781,372.7200012207031,364.5499877929688,365.1000061035156,2071800,0.0,0.0
2020-05-13,366.4500122070313,367.4299926757813,352.7099914550781,358.5599975585937,3365500,0.0,0.0
2020-05-14,354.0,357.0,348.010009765625,355.3900146484375,2752000,0.0,0.0
2020-05-15,351.57000732421875,365.4800109863281,351.5299987792969,365.2999877929688,2626600,0.0,0.0
2020-05-18,371.5899963378906,375.489990234375,367.2099914550781,367.9700012207031,2351900,0.0,0.0
2020-05-19,369.8800048828125,376.0,368.8900146484375,372.2000122070313,2753700,0.0,0.0
2020-05-20,377.2099914550781,384.3999938964844,377.05999755859375,383.6300048828125,2824700,0.0,0.0
2020-05-21,382.0,385.1199951171875,380.6000061035156,382.1700134277344,2261100,0.0,0.0
2020-05-22,381.3900146484375,386.5199890136719,380.9500122070313,385.260009765625,1688200,0.0,0.0
2020-05-26,391.0,391.2699890136719,374.80999755859375,376.6300048828125,3526000,0.0,0.0
2020-05-27,373.239990234375,375.7000122070313,361.4400024414063,375.1700134277344,3553300,0.0,0.0
2020-05-28,372.5,386.8999938964844,372.5,379.8299865722656,2903600,0.0,0.0
2020-05-29,382.6199951171875,389.0499877929688,377.0799865722656,386.6000061035156,5892000,0.0,0.0
2020-06-01,387.0799865722656,389.989990234375,382.8999938964844,389.6799926757813,2034100,0.0,0.0
2020-06-02,389.9200134277344,390.9100036621094,382.0299987792969,390.4400024414063,2509600,0.0,0.0
2020-06-03,390.8200073242188,391.1400146484375,387.4599914550781,389.9200134277344,2537100,0.0,0.0
2020-06-04,389.5,395.7200012207031,382.2799987792969,385.7999877929688,2422600,0.0,0.0
2020-06-05,384.6400146484375,396.1700134277344,382.0,392.8999938964844,2793700,0.0,0.0
2020-06-08,391.0,398.1000061035156,385.8399963378906,397.7799987792969,2593000,0.0,0.0
2020-06-09,397.0299987792969,402.30999755859375,394.1499938964844,397.1600036621094,2279300,0.0,0.0
2020-06-10,399.5899963378906,409.9800109863281,399.489990234375,406.8200073242188,3611600,0.0,0.0
2020-06-11,400.0,404.2000122070313,387.3699951171875,387.6700134277344,4123700,0.0,0.0
2020-06-12,409.2999877929688,411.7200012207031,395.4100036621094,406.5400085449219,8332600,0.0,0.0
2020-06-15,398.7999877929688,406.1099853515625,397.0,401.3399963378906,3781500,0.0,0.0
2020-06-16,407.8299865722656,414.6799926757813,405.4800109863281,411.6700134277344,3764400,0.0,0.0
2020-06-17,414.0,417.4599914550781,411.3599853515625,413.489990234375,2112300,0.0,0.0
2020-06-18,413.5,420.8399963378906,413.0,420.4599914550781,2578400,0.0,0.0
2020-06-19,423.760009765625,429.2699890136719,419.6499938964844,428.010009765625,3931600,0.0,0.0
2020-06-22,428.9599914550781,438.9500122070313,428.5400085449219,438.6400146484375,3156300,0.0,0.0
2020-06-23,440.0700073242188,446.1499938964844,436.010009765625,440.5499877929688,3065900,0.0,0.0
2020-06-24,440.0,442.6700134277344,427.4700012207031,431.6799926757813,3329400,0.0,0.0
2020-06-25,430.010009765625,437.989990234375,427.5799865722656,436.9500122070313,2275200,0.0,0.0
2020-06-26,436.0,438.1799926757813,424.7099914550781,426.9200134277344,3829700,0.0,0.0
2020-06-29,427.1099853515625,428.4800109863281,416.0299987792969,424.2000122070313,2623900,0.0,0.0
2020-06-30,426.6799926757813,436.9100036621094,423.8599853515625,435.30999755859375,2944700,0.0,0.0
2020-07-01,434.7999877929688,442.0499877929688,433.6199951171875,439.80999755859375,2581700,0.0,0.0
2020-07-02,445.0,448.1600036621094,441.3599853515625,442.9500122070313,2503000,0.0,0.0
2020-07-06,448.0,455.5299987792969,444.6900024414063,452.5899963378906,2761200,0.0,0.0
2020-07-07,452.5899963378906,459.4400024414063,448.7200012207031,449.3599853515625,2684600,0.0,0.0
2020-07-08,453.760009765625,458.239990234375,452.0,457.6799926757813,1999200,0.0,0.0
2020-07-09,460.4400024414063,463.7999877929688,451.8800048828125,460.8399963378906,2269800,0.0,0.0
2020-07-10,460.8299865722656,467.2099914550781,455.4800109863281,466.2000122070313,3676200,0.0,0.0
2020-07-13,469.7699890136719,470.6099853515625,440.6400146484375,442.4700012207031,3480700,0.0,0.0
2020-07-14,435.739990234375,437.2099914550781,416.2900085449219,433.7799987792969,5666700,0.0,0.0
2020-07-15,434.9100036621094,439.6300048828125,428.7300109863281,433.010009765625,2566200,0.0,0.0
